Open,Minimum,Maximum,Close,Date,Position
"4,114,000","4,095,600","4,153,300","4,116,300",2019/03/06,Low
"4,222,500","4,104,800","4,287,200","4,130,200",2019/03/05,Low
"4,012,400","4,012,400","4,197,100","4,176,400",2019/03/04,High
"4,084,000","3,970,900","4,084,000","4,017,100",2019/03/03,Low
"4,243,300","4,065,500","4,243,300","4,097,900",2019/03/02,Low
"4,305,600","4,252,500","4,347,200","4,261,800",2019/03/01,Low
"4,271,000","4,229,500","4,282,600","4,268,700",2019/02/27,Low
"4,310,300","4,271,000","4,312,600","4,284,900",2019/02/26,Low
"4,321,800","4,236,400","4,358,700","4,326,400",2019/02/25,High
"4,328,700","4,217,900","4,418,800","4,227,200",2019/02/24,Low
"4,448,800","4,231,800","4,485,700","4,368,000",2019/02/23,High
"4,215,600","4,153,300","4,301,000","4,301,000",2019/02/22,High
"4,371,400","4,182,100","4,387,600","4,238,700",2019/02/20,Low
"4,232,900","4,232,900","4,401,500","4,389,900",2019/02/19,High
"4,146,400","4,089,800","4,266,400","4,221,400",2019/02/18,High
"3,994,000","3,994,000","4,183,300","4,151,000",2019/02/17,High
"3,917,800","3,917,800","3,961,700","3,940,900",2019/02/16,High
"3,800,100","3,800,100","3,855,500","3,855,500",2019/02/15,High
"3,827,800","3,786,200","3,827,800","3,786,200",2019/02/13,Low
"3,830,100","3,802,400","3,832,400","3,818,500",2019/02/12,High
"3,728,500","3,728,500","3,783,900","3,781,600",2019/02/11,High
"3,716,900","3,716,900","3,716,900","3,716,900",2019/02/09,High
"3,716,900","3,668,500","3,716,900","3,675,400",2019/02/06,Low
"3,715,000","3,705,400","3,730,000","3,705,400",2019/02/05,Low
"3,640,800","3,640,800","3,721,600","3,716,900",2019/02/04,High
"3,647,700","3,636,100","3,659,200","3,647,700",2019/02/03,High
"3,539,200","3,539,200","3,636,100","3,636,100",2019/02/02,High
"3,684,600","3,539,200","3,684,600","3,555,300",2019/02/01,Low
"3,763,100","3,728,500","3,763,100","3,730,800",2019/01/30,Low
"3,790,800","3,756,200","3,795,400","3,758,500",2019/01/29,Low
"3,758,500","3,758,500","3,790,800","3,772,300",2019/01/28,High
"3,700,800","3,700,800","3,733,100","3,728,500",2019/01/27,Low
"3,735,400","3,721,600","3,735,400","3,733,100",2019/01/26,High
"3,712,300","3,698,500","3,716,900","3,707,700",2019/01/25,High
"3,640,800","3,640,800","3,668,500","3,656,900",2019/01/23,High
"3,682,300","3,638,400","3,696,200","3,638,400",2019/01/22,Low
"3,684,600","3,560,000","3,733,100","3,659,200",2019/01/21,Low
"3,682,300","3,670,800","3,723,900","3,696,200",2019/01/20,High
"3,610,000","3,610,000","3,617,700","3,617,700",2019/01/19,No Change
"3,615,400","3,578,400","3,640,800","3,617,700",2019/01/18,High
"3,615,360","3,615,360","3,615,360","3,615,360",2019/01/16,High
"3,568,000","3,555,300","3,613,100","3,610,700",2019/01/15,High
"3,566,900","3,472,700","3,580,000","3,573,000",2019/01/14,High
"3,456,100","3,456,100","3,555,300","3,532,300",2019/01/13,High
"3,608,400","3,476,800","3,647,700","3,497,600",2019/01/12,Low
"3,509,200","3,509,200","3,587,700","3,571,500",2019/01/11,High
"3,479,200","3,479,200","3,516,100","3,497,600",2019/01/09,High
"3,420,000","3,400,700","3,444,500","3,444,500",2019/01/08,High
"3,412,200","3,398,400","3,446,800","3,423,700",2019/01/07,Low
"3,377,600","3,377,600","3,449,100","3,446,800",2019/01/06,High
"3,310,000","3,310,000","3,370,600","3,370,600",2019/01/05,High
"3,359,100","3,285,200","3,366,000","3,308,300",2019/01/04,Low
"3,370,600","3,349,600","3,377,600","3,349,600",2019/01/02,High
"3,301,400","3,280,600","3,328,400","3,312,900",2019/01/01,Low
"3,393,700","3,296,800","3,396,000","3,317,500",2018/12/31,Low
"3,396,000","3,356,800","3,416,800","3,391,400",2018/12/30,High
"3,222,900","3,222,900","3,382,200","3,354,500",2018/12/29,High
"3,287,500","3,167,500","3,289,800","3,210,200",2018/12/28,Low
"3,306,000","3,282,900","3,312,900","3,289,800",2018/12/26,Low
"3,617,700","3,289,800","3,640,800","3,398,400",2018/12/25,High
"3,213,700","3,213,700","3,386,800","3,386,800",2018/12/24,High
"3,086,700","3,086,700","3,139,800","3,139,800",2018/12/23,High
"3,052,100","3,049,700","3,086,700","3,063,600",2018/12/22,High
"3,035,900","3,026,700","3,054,400","3,042,800",2018/12/21,High
"3,019,700","3,017,400","3,031,300","3,026,700",2018/12/19,Low
"3,079,800","3,019,700","3,079,800","3,047,400",2018/12/18,Low
"3,008,200","2,992,000","3,059,000","3,059,000",2018/12/17,High
"3,089,000","3,008,200","3,095,900","3,010,500",2018/12/16,Low
"3,024,300","2,987,400","3,056,700","3,035,900",2018/12/15,Low
"3,105,200","3,029,000","3,125,900","3,045,100",2018/12/14,Low
"3,220,600","3,132,900","3,250,600","3,151,300",2018/12/12,Low
"3,169,800","3,169,800","3,169,800","3,169,800",2018/12/11,Low
"3,301,400","3,222,900","3,349,900","3,243,700",2018/12/09,Low
"3,458,400","3,375,300","3,458,400","3,384,500",2018/12/08,Low
"3,386,800","3,382,200","3,520,700","3,467,600",2018/12/07,High
"3,384,500","3,384,500","3,384,500","3,384,500",2018/12/05,Low
"3,391,400","3,363,700","3,391,400","3,386,800",2018/12/04,Low
"3,405,300","3,336,000","3,423,700","3,396,000",2018/12/03,Low
"3,555,300","3,373,000","3,555,300","3,403,000",2018/12/02,Low
"3,490,500","3,421,200","3,569,200","3,569,200",2018/12/01,High
"3,207,700","3,173,000","3,405,300","3,347,300",2018/11/30,High
"3,276,000","3,195,200","3,416,800","3,323,100",2018/11/28,Low
"3,453,800","3,312,900","3,453,800","3,324,500",2018/11/27,Low
"3,548,400","3,513,200","3,569,200","3,518,400",2018/11/26,Low
"3,601,500","3,599,200","3,666,200","3,659,200",2018/11/23,Low
"3,486,100","3,393,700","3,744,600","3,744,600",2018/11/16,High
"3,590,000","3,370,600","3,590,000","3,439,900",2018/11/14,Low
"3,855,500","3,636,100","3,855,500","3,638,500",2018/11/13,Low
"3,994,000","3,848,500","3,994,000","3,860,100",2018/11/12,Low
"4,040,200","3,984,700","4,079,400","3,984,700",2018/11/11,Low
"4,104,800","4,081,700","4,118,700","4,081,700",2018/11/10,Low
"4,245,600","4,192,500","4,247,900","4,220,200",2018/11/09,High
"4,038,400","4,009,570","4,041,860","4,034,940",2018/10/24,High
"4,031,480","4,002,650","4,053,390","4,009,570",2018/10/23,Low
"4,064,920","4,021,100","4,078,760","4,051,080",2018/10/22,Low
"4,096,050","4,058,000","4,117,960","4,074,140",2018/10/21,High
"3,933,460","3,933,460","3,933,460","3,933,460",2018/10/20,No Change
"4,008,415","3,931,150","4,083,370","3,933,460",2018/10/19,Low
"4,087,980","4,087,980","4,087,980","4,087,980",2018/10/18,No Change
"4,105,280","4,053,390","4,122,580","4,087,980",2018/10/17,Low
"4,111,050","4,111,050","4,111,050","4,111,050",2018/10/13,No Change
"4,172,165","4,106,430","4,233,280","4,111,050",2018/10/12,Low
"4,226,360","4,226,360","4,226,360","4,226,360",2018/10/11,No Change
"4,237,895","4,164,090","4,249,430","4,226,360",2018/10/10,Low
"4,305,700","4,167,100","4,414,200","4,241,000",2018/10/09,High
"4,109,400","4,109,400","4,363,400","4,236,400",2018/10/08,High
"4,086,300","3,901,600","4,097,900","4,063,200",2018/10/07,High
"3,534,600","3,509,200","3,779,300","3,779,300",2018/10/06,High
"3,751,255","3,631,330","3,806,610","3,695,900",2018/10/05,Low
"3,818,140","3,691,290","3,864,270","3,772,010",2018/10/03,Low
"4,074,800","4,030,900","4,088,600","4,030,900",2018/10/02,High
"3,624,600","3,624,600","3,624,600","3,624,600",2018/10/01,Low
"4,778,900","4,259,500","4,848,200","4,259,500",2018/09/30,Low
"4,882,810","4,755,800","4,990,200","4,815,900",2018/09/29,Low
"4,797,400","4,555,000","5,046,700","4,910,500",2018/09/28,High
"4,885,970","4,885,970","4,885,970","4,885,970",2018/09/27,Low
"5,217,600","4,656,600","5,309,900","4,889,700",2018/09/26,Low
"4,795,100","4,795,100","5,577,700","5,490,000",2018/09/25,High
"4,485,700","4,363,400","4,903,600","4,899,000",2018/09/24,High
"4,273,300","4,254,900","4,591,900","4,522,700",2018/09/23,High
"4,007,800","3,991,700","4,231,800","4,196,000",2018/09/22,High
"3,938,600","3,938,600","4,044,800","4,044,800",2018/09/21,High
"3,994,000","3,917,800","3,994,000","3,940,900",2018/09/20,Low
"4,018,790","4,018,790","4,018,790","4,018,790",2018/09/18,Low
"4,007,800","4,003,200","4,024,000","4,021,700",2018/09/17,High
"3,924,700","3,894,700","3,947,800","3,943,200",2018/09/16,High
"3,924,700","3,837,000","3,977,800","3,917,800",2018/09/15,High
"3,728,500","3,599,200","3,830,100","3,830,100",2018/09/14,High
"3,751,600","3,747,000","3,765,400","3,752,700",2018/09/13,High
"3,777,000","3,730,800","3,802,400","3,747,000",2018/09/12,High
"3,670,800","3,599,200","3,748,100","3,716,900",2018/09/11,Low
"3,765,400","3,590,000","3,906,300","3,728,500",2018/09/10,High
"3,497,600","3,497,600","3,705,400","3,673,100",2018/09/09,High
"3,428,400","3,342,900","3,474,500","3,442,200",2018/09/08,Low
"3,576,100","3,453,800","3,576,100","3,481,500",2018/09/07,Low
"3,550,700","3,476,800","3,560,000","3,543,800",2018/09/06,Low
"3,647,700","3,566,900","3,693,900","3,583,000",2018/09/05,Low
"3,735,400","3,571,500","3,809,300","3,714,600",2018/09/04,High
"3,511,500","3,354,500","3,654,600","3,601,500",2018/09/03,High
"3,344,100","3,324,500","3,557,600","3,453,800",2018/09/02,High
"3,128,200","3,128,200","3,331,400","3,310,600",2018/09/01,High
"3,084,400","3,075,100","3,192,900","3,176,700",2018/08/31,High
"3,115,500","3,098,200","3,115,500","3,098,200",2018/08/30,Low
"3,116,700","3,100,500","3,128,200","3,113,200",2018/08/29,High
"3,047,400","3,047,400","3,107,500","3,106,300",2018/08/28,High
"3,041,700","3,041,700","3,105,700","3,077,400",2018/08/27,High
"2,955,100","2,955,100","3,054,900","3,036,500",2018/08/26,High
"2,934,900","2,934,300","2,962,000","2,958,600",2018/08/25,High
"2,937,800","2,921,600","2,948,200","2,933,700",2018/08/24,Low
"2,940,100","2,935,500","2,944,700","2,938,900",2018/08/23,Low
"2,948,700","2,938,900","2,957,400","2,944,100",2018/08/22,Low
"2,958,600","2,956,200","2,962,000","2,956,200",2018/08/21,High
"2,923,900","2,919,300","2,966,600","2,952,800",2018/08/20,High
"2,914,700","2,898,500","2,934,300","2,913,500",2018/08/19,High
"2,900,830","2,881,200","2,947,000","2,910,600",2018/08/18,High
"2,934,300","2,887,600","2,936,600","2,900,800",2018/08/17,Low
"2,955,100","2,927,400","2,980,500","2,930,800",2018/08/16,Low
"2,913,500","2,885,800","2,968,900","2,957,400",2018/08/15,High
"2,936,600","2,884,700","2,966,600","2,900,800",2018/08/14,Low
"3,024,300","2,952,800","3,031,300","2,959,700",2018/08/13,Low
"2,938,900","2,928,500","2,975,900","2,971,200",2018/08/12,High
"3,940,000","2,908,900","3,940,000","2,925,100",2018/08/11,Low
"3,040,500","2,936,600","3,068,200","2,943,500",2018/08/10,Low
"2,957,400","2,943,500","3,070,500","3,054,400",2018/08/09,High
"2,920,500","2,881,200","3,045,100","2,945,900",2018/08/08,High
"2,583,400","2,581,100","2,885,800","2,883,500",2018/08/07,High
"2,631,900","2,581,100","2,731,100","2,594,900",2018/08/06,Low
"2,862,700","2,698,800","2,862,700","2,758,900",2018/08/05,Low
"2,885,800","2,719,600","2,885,800","2,800,400",2018/08/04,Low
"3,038,200","2,941,200","3,038,200","2,959,700",2018/08/03,Low
"3,049,700","2,979,700","3,061,300","2,998,200",2018/08/02,Low
"3,001,300","2,980,500","3,049,700","3,024,300",2018/08/01,High
"2,982,800","2,934,300","3,084,400","2,955,100",2018/07/31,Low
"3,117,800","2,892,800","3,266,800","2,985,100",2018/07/30,Low
"3,129,400","3,070,500","3,329,100","3,287,500",2018/07/29,High
"2,919,300","2,919,300","3,232,100","3,197,500",2018/07/28,High
"2,778,500","2,756,500","2,906,600","2,889,300",2018/07/27,High
